IDFolio,IDPersona,IDLicenciaConducir,IDTipoLicenciaConducir
116275,3,2,0
116296,1,2,0
116296,2,1,6
116318,1,1,6
116318,2,2,0
116452,1,2,0
116468,1,2,0
116478,1,1,6
116478,2,1,6
116478,3,2,0
116492,1,2,0
116492,2,2,0
116503,1,1,6
116503,2,1,6
116503,3,2,0
116503,4,2,0
116684,1,1,6
117707,1,1,6
117707,2,1,6
117707,3,2,0
117707,4,2,0
117756,1,1,1
117825,1,1,6
117825,2,1,6
117842,1,2,0
118521,1,1,6
118521,2,1,6
118521,3,2,0
118524,1,1,6
118524,2,1,6
118526,1,1,6
118526,2,1,6
118526,3,2,0
118526,4,2,0
118526,5,2,0
118526,6,1,6
118708,1,1,6
118708,2,1,6
118708,3,2,0
118708,4,2,0
118716,1,2,0
118716,2,1,6
118716,3,2,0
118716,4,2,0
118720,1,1,6
118720,2,1,6
118724,1,1,6
118724,2,1,6
118724,3,2,0
118730,1,1,6
118730,2,2,0
118730,3,2,0
118730,4,1,6
118735,1,1,6
118735,2,2,0
118735,3,1,6
119003,1,1,6
119003,2,2,0
119003,3,2,0
119246,1,1,6
119246,2,1,6
119246,3,2,0
119246,4,2,0
119254,1,1,6
119254,2,1,6
119254,3,2,0
119279,1,2,0
119618,1,1,6
119618,2,1,6
119629,1,2,0
119629,2,1,6
119692,1,2,0
120509,1,1,6
121192,1,2,0
121192,2,2,0
121192,3,2,0
121193,1,2,0
121200,1,2,0
121203,1,2,0
121203,2,2,0
121203,3,2,0
121217,1,2,0
121217,2,2,0
121217,3,2,0
121218,1,2,0
121218,2,2,0
121218,3,2,0
121219,1,2,0
121219,2,2,0
121219,3,2,0
121229,1,2,0
121229,2,2,0
121229,3,2,0
121230,1,2,0
121230,2,2,0
121277,1,2,0
121277,2,2,0
121277,3,2,0
121693,1,1,6
121693,2,1,6
121693,3,2,0
121868,1,2,0
121868,2,2,0
121868,3,2,0
123376,1,1,6
126167,1,1,6
126167,2,2,0
126167,3,1,6
126200,1,2,0
126200,2,1,6
126226,1,1,2
126226,2,2,0
126226,3,2,0
126226,4,1,6
126281,1,1,6
126281,2,2,0
126281,3,1,6
126281,4,1,6
126281,5,2,0
126306,1,1,6
126328,1,1,6
126328,2,2,0
126393,1,2,0
126393,2,2,0
126394,1,2,0
126394,2,2,0
126394,3,2,0
126394,4,2,0
126409,1,2,0
126409,2,2,0
126448,1,1,6
126448,2,1,6
126448,3,2,0
126513,1,1,1
126513,2,2,0
126513,3,2,0
126513,4,2,0
126625,1,2,0
126625,2,2,0
126743,1,2,0
126743,2,2,0
126743,3,2,0
126743,4,2,0
126745,1,2,0
126745,2,1,4
126745,3,1,6
126745,4,2,0
126745,5,2,0
126795,1,2,0
126795,2,2,0
126953,1,2,0
126953,2,2,0
126953,3,1,6
126955,1,2,0
126955,2,2,0
126955,3,2,0
127579,1,2,0
127579,2,2,0
127579,3,1,6
127579,4,2,0
127631,1,2,0
127631,2,2,0
127655,1,2,0
127655,2,2,0
127655,3,2,0
127655,4,2,0
127655,5,2,0
127655,6,2,0
127656,1,1,1
127656,2,2,0
127656,3,2,0
127656,4,2,0
127658,1,1,6
127658,2,2,0
127658,3,2,0
127658,4,2,0
127700,1,2,0
127700,2,2,0
127702,1,1,1
127702,2,2,0
127702,3,2,0
127702,4,2,0
127702,5,2,0
127702,6,2,0
127702,7,2,0
127755,1,1,6
127763,1,2,0
127763,2,2,0
127858,1,2,0
127858,2,2,0
127858,3,2,0
127861,1,2,0
127861,2,2,0
127868,1,2,0
127868,2,2,0
127921,1,2,0
127921,2,2,0
128215,1,2,0
128215,2,2,0
128352,1,2,0
128352,2,2,0
128352,3,2,0
128863,1,2,0
128863,2,2,0
128863,3,2,0
129023,1,2,0
129023,2,2,0
129023,3,2,0
129025,1,2,0
129025,2,2,0
129062,1,2,0
129062,2,2,0
129062,3,2,0
129062,4,2,0
129062,5,2,0
129062,6,2,0
129227,1,2,0
129227,2,1,6
129296,1,1,6
129296,2,1,6
129296,3,2,0
129296,4,2,0
129296,5,2,0
131431,1,2,0
131479,1,1,6
131479,2,1,6
131544,1,1,6
132403,1,1,6
132403,2,2,0
132403,3,2,0
132403,4,2,0
132403,5,2,0
132408,1,1,8
132408,2,2,0
132408,3,2,0
132408,4,2,0
132409,1,2,0
132409,2,2,0
132409,3,2,0
132409,4,2,0
132409,5,2,0
132409,6,2,0
132413,1,2,0
132413,2,2,0
132417,1,2,0
132417,2,2,0
132417,3,2,0
132419,1,2,0
132419,2,2,0
132419,3,2,0
132430,1,2,0
132430,2,2,0
132430,3,2,0
132430,4,2,0
132444,1,2,0
132444,2,2,0
132677,1,2,0
132677,2,2,0
132677,3,1,6
132677,4,1,6
132677,5,2,0
132677,6,2,0
133000,1,2,0
133000,2,2,0
133001,1,2,0
133001,2,2,0
133014,1,2,0
133017,1,2,0
133017,2,2,0
133018,1,2,0
133018,2,2,0
133019,1,2,0
133019,2,2,0
133019,3,2,0
133030,1,2,0
133033,1,2,0
133033,2,2,0
133033,3,2,0
133033,4,2,0
133033,5,2,0
133078,1,2,0
133078,2,2,0
133078,3,1,6
133081,1,2,0
133116,1,2,0
133116,2,2,0
133116,3,2,0
133116,4,2,0
133116,5,2,0
133116,6,2,0
133142,1,1,6
133142,2,2,0
133142,3,1,6
133142,4,1,6
133142,5,2,0
133142,6,2,0
133169,1,2,0
133169,2,2,0
133169,3,2,0
133241,1,2,0
133250,1,2,0
133250,2,2,0
133250,3,2,0
133250,4,2,0
200001,1,1,6
200001,2,1,6
200001,3,2,0
200002,1,1,6
200002,2,2,0
200002,3,2,0
200002,4,2,0
200002,5,2,0
200005,1,2,0
200005,2,2,0
200009,1,2,0
200037,1,1,6
200037,2,2,0
200037,3,2,0
200038,1,2,0
200072,1,2,0
200072,2,2,0
200072,3,2,0
200075,1,2,0
200077,1,2,0
200107,1,1,6
200107,2,1,6
200107,3,2,0
200107,4,2,0
200114,1,1,6
200114,2,2,0
200114,3,1,6
200123,1,1,1
200123,2,1,6
200124,1,1,6
200124,2,2,0
200124,3,1,6
200124,4,1,6
200129,1,2,0
200129,2,2,0
200129,3,2,0
200131,1,2,0
200131,2,2,0
200131,3,2,0
200131,4,2,0
200171,1,2,0
200171,2,2,0
200171,3,2,0
200171,4,2,0
200176,1,2,0
200176,2,1,6
200250,1,2,0
200250,2,2,0
200250,3,2,0
200250,4,2,0
200250,5,2,0
200291,1,2,0
200291,2,2,0
200301,1,2,0
200301,2,2,0
200301,3,2,0
200339,1,2,0
200373,1,1,6
200373,2,2,0
200408,1,2,0
200409,1,2,0
200409,2,1,6
200526,1,2,0
200526,2,2,0
200532,1,1,1
200532,2,2,0
200532,3,2,0
200532,4,2,0
200587,1,2,0
200588,1,2,0
200588,2,2,0
200602,1,2,0
200602,2,2,0
200643,1,2,0
200643,2,2,0
200643,3,2,0
200643,4,2,0
200850,1,2,0
200850,2,2,0
200850,3,2,0
200881,1,2,0
200881,2,2,0
200908,1,2,0
200908,2,2,0
200908,3,2,0
200909,1,2,0
200980,1,2,0
200980,2,2,0
200980,3,2,0
201012,1,2,0
201012,2,2,0
201012,3,2,0
201028,1,1,6
201028,2,2,0
201034,1,2,0
201034,2,2,0
201034,3,2,0
201096,1,1,6
201096,2,1,5
201096,3,2,0
201096,4,2,0
201098,1,1,6
201098,2,2,0
201098,3,2,0
201113,1,2,0
201113,2,2,0
201116,1,1,6
201116,2,1,6
201116,3,2,0
201116,4,2,0
201180,1,2,0
201180,2,2,0
201243,1,1,6
201243,2,1,6
201272,1,1,1
201272,2,2,0
201272,3,2,0
201272,4,2,0
201272,5,2,0
201274,1,2,0
201274,2,2,0
201274,3,1,6
201289,1,2,0
201290,1,1,6
201290,2,1,6
201290,3,2,0
201290,4,2,0
201290,5,2,0
201295,1,2,0
201315,1,1,6
201315,2,2,0
201342,1,1,6
201342,2,2,0
201342,3,1,6
201342,4,1,6
201342,5,2,0
201346,1,1,6
201346,2,2,0
201346,3,2,0
201346,4,2,0
201354,1,1,6
201354,2,2,0
201354,3,2,0
201354,4,2,0
201360,1,1,6
201360,2,1,1
201360,3,2,0
201360,4,2,0
201360,5,2,0
201360,6,2,0
201360,7,2,0
201383,1,1,6
201383,2,2,0
201383,3,2,0
201383,4,2,0
201384,1,2,0
201390,1,1,6
201390,2,2,0
201390,3,2,0
201390,4,1,6
201390,5,2,0
201390,6,2,0
201393,1,1,6
201393,2,2,0
201393,3,2,0
201444,1,1,6
201444,2,1,6
201482,1,1,6
201482,2,2,0
201482,3,2,0
201482,4,2,0
201482,5,2,0
201505,1,2,0
201505,2,2,0
201505,3,2,0
201505,4,2,0
201505,5,1,1
201505,6,2,0
201538,1,2,0
201539,1,2,0
201539,2,2,0
201539,3,2,0
201539,4,2,0
201628,1,1,6
201628,2,2,0
201628,3,2,0
201643,1,1,6
201643,2,2,0
201645,1,1,6
201645,2,2,0
201708,1,1,6
201708,2,2,0
201708,3,1,6
201742,1,1,6
201742,2,2,0
201776,1,1,6
201776,2,2,0
201927,1,1,6
201927,2,1,6
202033,1,1,6
202040,1,2,0
202067,1,1,6
202140,1,2,0
202174,1,2,0
202174,2,2,0
202174,3,2,0
202174,4,2,0
202175,1,1,6
202175,2,2,0
202175,3,2,0
202175,4,2,0
202176,1,2,0
202176,2,1,6
202176,3,1,6
202176,4,2,0
202177,1,1,6
202177,2,2,0
202177,3,1,6
202177,4,2,0
202235,1,1,6
202235,2,2,0
202238,1,2,0
202238,2,2,0
202238,3,2,0
202238,4,2,0
202238,5,1,6
202239,1,1,6
202244,1,2,0
202244,2,2,0
202244,3,2,0
202244,4,1,7
202244,5,2,0
202244,6,2,0
202244,7,2,0
202244,8,2,0
202244,9,2,0
202249,1,2,0
202249,2,2,0
202249,3,2,0
202271,1,1,6
202271,2,2,0
202312,1,2,0
202312,2,2,0
202312,3,2,0
202312,4,2,0
202314,1,2,0
202314,2,2,0
202318,1,1,6
202335,1,1,6
202335,2,2,0
202335,3,2,0
202344,1,2,0
202344,2,2,0
202344,3,2,0
202344,4,2,0
202344,5,2,0
202346,1,1,6
202346,2,1,6
202349,1,1,4
202349,2,1,6
202349,3,2,0
202349,4,2,0
202366,1,1,6
202366,2,1,6
202366,3,2,0
202366,4,2,0
202366,5,2,0
202366,6,1,1
202378,1,2,0
202378,2,2,0
202380,1,2,0
202380,2,2,0
202380,3,2,0
202384,1,1,2
202384,2,2,0
202384,3,2,0
202384,4,2,0
202398,1,1,6
202398,2,1,6
202398,3,2,0
202398,4,2,0
202398,5,2,0
202543,1,1,6
202543,2,2,0
202618,1,1,6
202618,2,1,6
202618,3,2,0
202618,4,2,0
202624,1,1,6
202624,2,1,6
202624,3,2,0
202624,4,2,0
202655,1,1,6
202655,2,1,6
202655,3,2,0
202655,4,2,0
202700,1,1,6
202700,2,1,6
202700,3,2,0
202700,4,2,0
202703,1,2,0
202703,2,1,6
202703,3,2,0
202703,4,2,0
202703,5,2,0
202745,1,1,1
202745,2,1,6
202745,3,2,0
202745,4,2,0
202819,1,1,6
202904,1,1,6
202992,1,1,6
203040,1,1,6
203040,2,1,6
203276,1,1,6
203277,1,1,6
203291,1,1,6
203291,2,2,0
203347,1,1,6
203347,2,2,0
203347,3,2,0
203347,4,2,0
203347,5,2,0
203347,6,2,0
203374,1,1,6
203374,2,1,6
203374,3,1,6
203374,4,1,6
203374,5,2,0
203376,1,2,0
203395,1,2,0
203395,2,2,0
203395,3,2,0
203395,4,2,0
203414,1,1,6
203414,2,1,6
203414,3,2,0
203431,1,2,0
203431,2,2,0
203431,3,1,6
203431,4,2,0
203491,1,1,6
203491,2,1,6
203592,1,1,4
203592,2,2,0
203592,3,2,0
203593,1,2,0
203593,2,2,0
203593,3,2,0
203593,4,2,0
203612,1,1,2
203612,2,2,0
203612,3,2,0
203612,4,2,0
203626,1,1,6
203626,2,1,6
203626,3,2,0
203626,4,2,0
203626,5,2,0
203627,1,1,6
203627,2,1,6
203627,3,2,0
203627,4,2,0
203636,1,2,0
203637,1,1,6
203660,1,1,1
203660,2,2,0
203660,3,2,0
203660,4,2,0
203660,5,2,0
203676,1,1,6
203676,2,2,0
203676,3,2,0
203676,4,2,0
203691,1,1,6
203691,2,1,6
203691,3,2,0
203696,1,1,2
203696,2,2,0
203696,3,2,0
203696,4,1,6
203696,5,2,0
203696,6,2,0
203741,1,2,0
203741,2,1,6
203741,3,2,0
203757,1,1,6
203757,2,1,6
203757,3,1,6
203757,4,2,0
203764,1,2,0
203764,2,2,0
203764,3,2,0
203767,1,1,6
203767,2,1,6
203767,3,2,0
203767,4,2,0
203937,1,1,6
203937,2,2,0
203950,1,2,0
203950,2,2,0
203950,3,1,6
203950,4,2,0
203967,1,2,0
203967,2,2,0
204001,1,2,0
204001,2,1,1
204001,3,2,0
204001,4,2,0
204001,5,2,0
204001,6,2,0
204008,1,2,0
204008,2,2,0
204035,1,2,0
204035,2,1,6
204035,3,1,6
204054,1,2,0
204054,2,2,0
204131,1,1,6
204134,1,2,0
204161,1,2,0
204161,2,1,6
204169,1,2,0
204169,2,1,6
204169,3,1,6
204177,1,2,0
204178,1,1,6
204178,2,1,6
204178,3,1,6
204178,4,2,0
204178,5,2,0
204178,6,2,0
204178,7,2,0
204195,1,2,0
204195,2,1,6
204196,1,2,0
204196,2,2,0
204196,3,2,0
204211,1,2,0
204211,2,2,0
204214,1,2,0
204214,2,2,0
204214,3,2,0
204222,1,2,0
204222,2,2,0
204224,1,2,0
204224,2,2,0
204224,3,2,0
204224,4,2,0
204231,1,2,0
204242,1,1,6
204243,1,1,6
204413,1,1,6
204413,2,1,6
204413,3,2,0
204515,1,1,6
204515,2,1,6
204517,1,1,6
204517,2,1,6
204517,3,2,0
204520,1,1,6
204520,2,1,6
204520,3,2,0
204531,1,1,6
204531,2,2,0
204532,1,1,2
204532,2,1,6
204532,3,2,0
204709,1,1,6
204709,2,1,6
204709,3,1,6
204709,4,2,0
204709,5,2,0
204714,1,2,0
204714,2,1,1
204714,3,1,6
204714,4,2,0
204714,5,2,0
204716,1,1,6
204716,2,1,6
204720,1,1,6
204818,1,1,6
204819,1,1,6
204819,2,2,0
204865,1,1,6
204865,2,1,6
204865,3,2,0
204865,4,2,0
204865,5,2,0
204865,6,2,0
204870,1,1,6
204870,2,1,6
204870,3,2,0
204870,4,2,0
204975,1,2,0
204982,1,2,0
204982,2,2,0
204999,1,1,6
204999,2,2,0
204999,3,2,0
204999,4,2,0
204999,5,2,0
205153,1,2,0
205153,2,1,6
205153,3,2,0
205153,4,1,4
205155,1,1,6
205155,2,1,6
205304,1,2,0
205305,1,2,0
205305,2,1,6
205305,3,2,0
205306,1,2,0
205306,2,1,6
205306,3,2,0
205329,1,1,6
205329,2,1,6
205330,1,2,0
205330,2,1,6
205332,1,1,6
205332,2,1,6
205363,1,1,6
205363,2,2,0
205747,1,1,6
205747,2,1,6
205747,3,2,0
205747,4,2,0
205800,1,2,0
205800,2,2,0
205803,1,1,6
205803,2,2,0
205803,3,2,0
205803,4,2,0
205976,1,1,6
205976,2,1,6
205976,3,2,0
205976,4,1,6
205982,1,1,6
205982,2,1,6
206033,1,1,6
206033,2,2,0
206033,3,2,0
206033,4,2,0
206035,1,1,6
206035,2,1,6
206035,3,2,0
206035,4,2,0
206035,5,2,0
206036,1,1,1
206036,2,1,1
206036,3,2,0
206055,1,1,6
206055,2,2,0
206056,1,1,6
206056,2,1,6
206056,3,2,0
206056,4,2,0
206216,1,2,0
206228,1,1,6
206228,2,2,0
206228,3,2,0
206276,1,1,6
206276,2,1,6
206276,3,1,6
206276,4,1,6
206276,5,2,0
206288,1,2,0
206288,2,1,6
206346,1,1,6
206346,2,1,6
206346,3,2,0
206346,4,2,0
206455,1,2,0
206455,2,2,0
206455,3,2,0
206457,1,1,6
206457,2,2,0
206544,1,1,1
206544,2,1,6
206544,3,2,0
206545,1,1,1
206545,2,2,0
206545,3,2,0
206557,1,1,2
206557,2,2,0
206557,3,2,0
206557,4,2,0
206560,1,1,6
206560,2,1,6
206560,3,2,0
206560,4,2,0
206872,1,1,6
206874,1,2,0
206874,2,2,0
206879,1,2,0
206879,2,2,0
206879,3,2,0
206881,1,2,0
206881,2,2,0
206881,3,2,0
206881,4,2,0
206888,1,1,6
206888,2,2,0
206888,3,2,0
206939,1,1,6
206939,2,1,6
206939,3,2,0
206939,4,2,0
206940,1,1,7
206943,1,2,0
206943,2,2,0
206943,3,2,0
206944,1,1,6
206944,2,2,0
206964,1,1,6
206964,2,1,6
206964,3,2,0
206964,4,2,0
206998,1,1,6
206998,2,1,6
206998,3,2,0
206998,4,2,0
207004,1,1,6
207004,2,1,6
207004,3,2,0
207004,4,2,0
207004,5,2,0
207007,1,2,0
207007,2,2,0
207007,3,2,0
207007,4,2,0
207010,1,1,6
207010,2,2,0
207010,3,1,6
207010,4,2,0
207020,1,1,1
207020,2,1,6
207020,3,2,0
207020,4,2,0
207102,1,1,6
207102,2,1,6
207103,1,1,6
207103,2,2,0
207104,1,1,6
207104,2,2,0
207105,1,1,6
207105,2,2,0
207105,3,2,0
207105,4,2,0
207112,1,1,6
207112,2,1,6
207114,1,1,6
207115,1,2,0
207120,1,1,2
207120,2,1,6
207120,3,1,6
207120,4,2,0
207123,1,1,6
207123,2,2,0
207127,1,1,6
207128,1,1,6
207130,1,2,0
207130,2,2,0
207254,1,1,6
207254,2,2,0
207254,3,2,0
207254,4,2,0
207254,5,2,0
207430,1,1,6
207430,2,1,6
207430,3,2,0
207456,1,2,0
207463,1,1,6
207463,2,2,0
207464,1,2,0
207470,1,1,6
207470,2,2,0
207472,1,2,0
207472,2,2,0
207472,3,2,0
207472,4,2,0
207477,1,1,7
207477,2,2,0
207478,1,1,6
207478,2,2,0
207480,1,2,0
207480,2,2,0
207480,3,1,6
207480,4,2,0
207480,5,2,0
207480,6,2,0
207484,1,2,0
207569,1,1,1
207569,2,2,0
207569,3,1,6
207569,4,1,8
207569,5,2,0
207569,6,2,0
207570,1,1,6
207570,2,1,6
207571,1,1,6
207571,2,1,6
207571,3,2,0
207575,1,1,6
207575,2,2,0
207602,1,2,0
207602,2,2,0
207605,1,1,6
207605,2,1,6
207605,3,1,6
207630,1,2,0
207630,2,2,0
207740,1,2,0
207740,2,2,0
207742,1,2,0
207742,2,2,0
207742,3,2,0
207742,4,2,0
207742,5,2,0
207742,6,2,0
207742,7,2,0
207742,8,2,0
207770,1,1,6
207770,2,1,6
207770,3,2,0
207770,4,2,0
207770,5,2,0
207782,1,2,0
207782,2,2,0
207792,1,1,6
207792,2,1,6
207792,3,2,0
207792,4,2,0
207792,5,2,0
207806,1,2,0
207806,2,2,0
207806,3,2,0
207806,4,1,1
207819,1,2,0
